,seqid,source,genetic_type,start,stop,strand,ID,Name
1791,NC_010602.1,RefSeq,gene,940359,941390,-,gene-LEPBI_RS04460,LEPBI_RS04460
1792,NC_010602.1,Protein Homology,CDS,940359,941390,-,cds-WP_226992878.1,WP_226992878.1
1793,NC_010602.1,RefSeq,gene,941448,942575,+,gene-LEPBI_RS04465,LEPBI_RS04465
1794,NC_010602.1,Protein Homology,CDS,941448,942575,+,cds-WP_012387918.1,WP_012387918.1
1795,NC_010602.1,RefSeq,gene,942580,943881,+,gene-LEPBI_RS04470,LEPBI_RS04470
1796,NC_010602.1,Protein Homology,CDS,942580,943881,+,cds-WP_012387919.1,WP_012387919.1
1797,NC_010602.1,RefSeq,gene,943882,944694,+,gene-LEPBI_RS04475,murI
1798,NC_010602.1,Protein Homology,CDS,943882,944694,+,cds-WP_012387920.1,WP_012387920.1
1799,NC_010602.1,RefSeq,gene,944687,945715,+,gene-LEPBI_RS04480,purM
1800,NC_010602.1,Protein Homology,CDS,944687,945715,+,cds-WP_012387921.1,WP_012387921.1
1801,NC_010602.1,RefSeq,gene,945705,948191,-,gene-LEPBI_RS04485,LEPBI_RS04485
1802,NC_010602.1,Protein Homology,CDS,945705,948191,-,cds-WP_012476176.1,WP_012476176.1
1803,NC_010602.1,RefSeq,gene,948178,948558,-,gene-LEPBI_RS04490,LEPBI_RS04490
1804,NC_010602.1,Protein Homology,CDS,948178,948558,-,cds-WP_012387923.1,WP_012387923.1
1805,NC_010602.1,RefSeq,gene,948561,948920,-,gene-LEPBI_RS04495,LEPBI_RS04495
1806,NC_010602.1,Protein Homology,CDS,948561,948920,-,cds-WP_012387924.1,WP_012387924.1
1807,NC_010602.1,RefSeq,gene,948922,950178,-,gene-LEPBI_RS04500,LEPBI_RS04500
1808,NC_010602.1,Protein Homology,CDS,948922,950178,-,cds-WP_012387925.1,WP_012387925.1
1809,NC_010602.1,RefSeq,gene,950175,951218,-,gene-LEPBI_RS04505,LEPBI_RS04505
1810,NC_010602.1,Protein Homology,CDS,950175,951218,-,cds-WP_012387926.1,WP_012387926.1
1811,NC_010602.1,RefSeq,gene,951215,953146,-,gene-LEPBI_RS04510,LEPBI_RS04510
1812,NC_010602.1,Protein Homology,CDS,951215,953146,-,cds-WP_012387927.1,WP_012387927.1
1813,NC_010602.1,RefSeq,gene,953150,953653,-,gene-LEPBI_RS04515,LEPBI_RS04515
1814,NC_010602.1,Protein Homology,CDS,953150,953653,-,cds-WP_012387928.1,WP_012387928.1
1815,NC_010602.1,RefSeq,gene,953663,955411,-,gene-LEPBI_RS04520,LEPBI_RS04520
1816,NC_010602.1,Protein Homology,CDS,953663,955411,-,cds-WP_012387929.1,WP_012387929.1
1817,NC_010602.1,RefSeq,gene,955506,956840,-,gene-LEPBI_RS04525,LEPBI_RS04525
1818,NC_010602.1,Protein Homology,CDS,955506,956840,-,cds-WP_049755975.1,WP_049755975.1
1819,NC_010602.1,RefSeq,gene,956803,957825,-,gene-LEPBI_RS04530,LEPBI_RS04530
1820,NC_010602.1,Protein Homology,CDS,956803,957825,-,cds-WP_012387931.1,WP_012387931.1
1821,NC_010602.1,RefSeq,gene,957845,958189,+,gene-LEPBI_RS04535,LEPBI_RS04535
1822,NC_010602.1,Protein Homology,CDS,957845,958189,+,cds-WP_012387932.1,WP_012387932.1
1823,NC_010602.1,RefSeq,gene,958186,959553,+,gene-LEPBI_RS04540,LEPBI_RS04540
1824,NC_010602.1,Protein Homology,CDS,958186,959553,+,cds-WP_012387933.1,WP_012387933.1
1825,NC_010602.1,RefSeq,gene,959565,960329,+,gene-LEPBI_RS04545,LEPBI_RS04545
1826,NC_010602.1,Protein Homology,CDS,959565,960329,+,cds-WP_012387934.1,WP_012387934.1
1827,NC_010602.1,RefSeq,gene,960340,960804,+,gene-LEPBI_RS04550,LEPBI_RS04550
1828,NC_010602.1,Protein Homology,CDS,960340,960804,+,cds-WP_012387935.1,WP_012387935.1
1829,NC_010602.1,RefSeq,gene,960857,963370,+,gene-LEPBI_RS04555,LEPBI_RS04555
1830,NC_010602.1,Protein Homology,CDS,960857,963370,+,cds-WP_012387936.1,WP_012387936.1
1831,NC_010602.1,RefSeq,gene,963420,963890,+,gene-LEPBI_RS04560,LEPBI_RS04560
1832,NC_010602.1,Protein Homology,CDS,963420,963890,+,cds-WP_012387937.1,WP_012387937.1
1833,NC_010602.1,RefSeq,gene,964003,964950,+,gene-LEPBI_RS04565,LEPBI_RS04565
1834,NC_010602.1,Protein Homology,CDS,964003,964950,+,cds-WP_012387938.1,WP_012387938.1
1835,NC_010602.1,RefSeq,gene,964947,965480,+,gene-LEPBI_RS04570,LEPBI_RS04570
1836,NC_010602.1,Protein Homology,CDS,964947,965480,+,cds-WP_012387939.1,WP_012387939.1
1837,NC_010602.1,RefSeq,gene,965477,967003,-,gene-LEPBI_RS04575,LEPBI_RS04575
1838,NC_010602.1,Protein Homology,CDS,965477,967003,-,cds-WP_226992879.1,WP_226992879.1
1839,NC_010602.1,RefSeq,gene,967308,967523,+,gene-LEPBI_RS04580,LEPBI_RS04580
1840,NC_010602.1,Protein Homology,CDS,967308,967523,+,cds-WP_012387941.1,WP_012387941.1
1841,NC_010602.1,RefSeq,gene,967585,968334,+,gene-LEPBI_RS04585,LEPBI_RS04585
1842,NC_010602.1,Protein Homology,CDS,967585,968334,+,cds-WP_012387942.1,WP_012387942.1
1843,NC_010602.1,RefSeq,gene,968341,969540,+,gene-LEPBI_RS04590,LEPBI_RS04590
1844,NC_010602.1,Protein Homology,CDS,968341,969540,+,cds-WP_012387943.1,WP_012387943.1
1845,NC_010602.1,RefSeq,gene,969586,970890,+,gene-LEPBI_RS04595,LEPBI_RS04595
1846,NC_010602.1,Protein Homology,CDS,969586,970890,+,cds-WP_012387944.1,WP_012387944.1
1847,NC_010602.1,RefSeq,gene,970934,971755,-,gene-LEPBI_RS04600,LEPBI_RS04600
1848,NC_010602.1,Protein Homology,CDS,970934,971755,-,cds-WP_012387945.1,WP_012387945.1
1849,NC_010602.1,RefSeq,gene,971855,972133,+,gene-LEPBI_RS04605,hisE
1850,NC_010602.1,Protein Homology,CDS,971855,972133,+,cds-WP_012387946.1,WP_012387946.1
1851,NC_010602.1,RefSeq,gene,972158,973282,+,gene-LEPBI_RS04610,lpxK
1852,NC_010602.1,Protein Homology,CDS,972158,973282,+,cds-WP_012387947.1,WP_012387947.1
1853,NC_010602.1,RefSeq,gene,973221,974417,-,gene-LEPBI_RS04615,mnmC
1854,NC_010602.1,Protein Homology,CDS,973221,974417,-,cds-WP_012387948.1,WP_012387948.1
1855,NC_010602.1,RefSeq,gene,974424,975293,-,gene-LEPBI_RS04620,mnmD
1856,NC_010602.1,Protein Homology,CDS,974424,975293,-,cds-WP_012387949.1,WP_012387949.1
1857,NC_010602.1,RefSeq,gene,975355,976710,+,gene-LEPBI_RS04625,flhF
1858,NC_010602.1,Protein Homology,CDS,975355,976710,+,cds-WP_012387950.1,WP_012387950.1
1859,NC_010602.1,RefSeq,gene,976745,977668,+,gene-LEPBI_RS04630,LEPBI_RS04630
1860,NC_010602.1,Protein Homology,CDS,976745,977668,+,cds-WP_012387951.1,WP_012387951.1
1861,NC_010602.1,RefSeq,gene,977669,978142,+,gene-LEPBI_RS04635,LEPBI_RS04635
1862,NC_010602.1,Protein Homology,CDS,977669,978142,+,cds-WP_012387952.1,WP_012387952.1
1863,NC_010602.1,RefSeq,gene,978240,979040,+,gene-LEPBI_RS04640,whiG
1864,NC_010602.1,Protein Homology,CDS,978240,979040,+,cds-WP_012387953.1,WP_012387953.1
1865,NC_010602.1,RefSeq,gene,979047,981038,+,gene-LEPBI_RS04645,LEPBI_RS04645
1866,NC_010602.1,Protein Homology,CDS,979047,981038,+,cds-WP_012387954.1,WP_012387954.1
1867,NC_010602.1,RefSeq,gene,981050,981340,+,gene-LEPBI_RS04650,LEPBI_RS04650
1868,NC_010602.1,Protein Homology,CDS,981050,981340,+,cds-WP_012387955.1,WP_012387955.1
1869,NC_010602.1,RefSeq,gene,981386,982267,+,gene-LEPBI_RS04655,LEPBI_RS04655
1870,NC_010602.1,Protein Homology,CDS,981386,982267,+,cds-WP_012387956.1,WP_012387956.1
1871,NC_010602.1,RefSeq,gene,982280,982564,+,gene-LEPBI_RS04660,LEPBI_RS04660
1872,NC_010602.1,Protein Homology,CDS,982280,982564,+,cds-WP_012387957.1,WP_012387957.1
1873,NC_010602.1,RefSeq,gene,982561,983124,+,gene-LEPBI_RS04665,LEPBI_RS04665
1874,NC_010602.1,Protein Homology,CDS,982561,983124,+,cds-WP_012387958.1,WP_012387958.1
1875,NC_010602.1,RefSeq,gene,983195,983845,-,gene-LEPBI_RS04670,LEPBI_RS04670
1876,NC_010602.1,Protein Homology,CDS,983195,983845,-,cds-WP_012387959.1,WP_012387959.1
1877,NC_010602.1,RefSeq,gene,983845,984444,-,gene-LEPBI_RS04675,fliJ
1878,NC_010602.1,Protein Homology,CDS,983845,984444,-,cds-WP_012387960.1,WP_012387960.1
1879,NC_010602.1,RefSeq,gene,984527,987673,+,gene-LEPBI_RS04680,LEPBI_RS04680
1880,NC_010602.1,Protein Homology,CDS,984527,987673,+,cds-WP_041769964.1,WP_041769964.1
1881,NC_010602.1,RefSeq,gene,987771,989135,-,gene-LEPBI_RS04685,LEPBI_RS04685
1882,NC_010602.1,Protein Homology,CDS,987771,989135,-,cds-WP_012387962.1,WP_012387962.1
1883,NC_010602.1,RefSeq,gene,989240,990070,-,gene-LEPBI_RS04690,LEPBI_RS04690
1884,NC_010602.1,Protein Homology,CDS,989240,990070,-,cds-WP_226992880.1,WP_226992880.1
1885,NC_010602.1,RefSeq,gene,990161,990475,-,gene-LEPBI_RS04695,LEPBI_RS04695
1886,NC_010602.1,Protein Homology,CDS,990161,990475,-,cds-WP_002973161.1,WP_002973161.1
1887,NC_010602.1,RefSeq,gene,990649,991320,-,gene-LEPBI_RS04700,LEPBI_RS04700
1888,NC_010602.1,Protein Homology,CDS,990649,991320,-,cds-WP_012387964.1,WP_012387964.1
1889,NC_010602.1,RefSeq,gene,991321,992625,-,gene-LEPBI_RS04705,murA
1890,NC_010602.1,Protein Homology,CDS,991321,992625,-,cds-WP_012387965.1,WP_012387965.1
1891,NC_010602.1,RefSeq,gene,992670,993812,+,gene-LEPBI_RS04710,LEPBI_RS04710
1892,NC_010602.1,Protein Homology,CDS,992670,993812,+,cds-WP_012387966.1,WP_012387966.1
1893,NC_010602.1,RefSeq,gene,993827,995593,-,gene-LEPBI_RS04715,LEPBI_RS04715
1894,NC_010602.1,Protein Homology,CDS,993827,995593,-,cds-WP_012387967.1,WP_012387967.1
1895,NC_010602.1,RefSeq,gene,995685,996854,+,gene-LEPBI_RS04720,LEPBI_RS04720
1896,NC_010602.1,Protein Homology,CDS,995685,996854,+,cds-WP_012387968.1,WP_012387968.1
1897,NC_010602.1,RefSeq,gene,997090,999840,-,gene-LEPBI_RS04725,LEPBI_RS04725
1898,NC_010602.1,Protein Homology,CDS,997090,999840,-,cds-WP_012476179.1,WP_012476179.1
1899,NC_010602.1,RefSeq,gene,1000140,1000829,+,gene-LEPBI_RS04730,LEPBI_RS04730
1900,NC_010602.1,Protein Homology,CDS,1000140,1000829,+,cds-WP_012387970.1,WP_012387970.1
1901,NC_010602.1,RefSeq,gene,1000819,1002117,+,gene-LEPBI_RS04735,LEPBI_RS04735
1902,NC_010602.1,Protein Homology,CDS,1000819,1002117,+,cds-WP_012387971.1,WP_012387971.1
1903,NC_010602.1,RefSeq,gene,1002234,1002896,+,gene-LEPBI_RS04740,LEPBI_RS04740
1904,NC_010602.1,Protein Homology,CDS,1002234,1002896,+,cds-WP_012387972.1,WP_012387972.1
1905,NC_010602.1,RefSeq,gene,1002909,1003604,+,gene-LEPBI_RS04745,LEPBI_RS04745
1906,NC_010602.1,Protein Homology,CDS,1002909,1003604,+,cds-WP_012387973.1,WP_012387973.1
1907,NC_010602.1,RefSeq,gene,1003798,1003869,+,gene-LEPBI_RS04750,LEPBI_RS04750
1908,NC_010602.1,tRNAscan-SE,tRNA,1003798,1003869,+,rna-LEPBI_RS04750,
1909,NC_010602.1,tRNAscan-SE,exon,1003798,1003869,+,exon-LEPBI_RS04750-1,
1910,NC_010602.1,RefSeq,gene,1003932,1005278,+,gene-LEPBI_RS04755,tig
1911,NC_010602.1,Protein Homology,CDS,1003932,1005278,+,cds-WP_012387974.1,WP_012387974.1
1912,NC_010602.1,RefSeq,gene,1005282,1005884,+,gene-LEPBI_RS04760,LEPBI_RS04760
1913,NC_010602.1,Protein Homology,CDS,1005282,1005884,+,cds-WP_012387975.1,WP_012387975.1
1914,NC_010602.1,RefSeq,gene,1005900,1007180,+,gene-LEPBI_RS04765,clpX
1915,NC_010602.1,Protein Homology,CDS,1005900,1007180,+,cds-WP_012387976.1,WP_012387976.1
1916,NC_010602.1,RefSeq,gene,1007204,1008022,+,gene-LEPBI_RS04770,bla
1917,NC_010602.1,Protein Homology,CDS,1007204,1008022,+,cds-WP_226992881.1,WP_226992881.1
1918,NC_010602.1,RefSeq,gene,1007999,1009099,-,gene-LEPBI_RS04775,LEPBI_RS04775
1919,NC_010602.1,Protein Homology,CDS,1007999,1009099,-,cds-WP_012387978.1,WP_012387978.1
1920,NC_010602.1,RefSeq,gene,1009096,1009812,-,gene-LEPBI_RS04780,tatC
1921,NC_010602.1,Protein Homology,CDS,1009096,1009812,-,cds-WP_081431675.1,WP_081431675.1
1922,NC_010602.1,RefSeq,gene,1009885,1010154,-,gene-LEPBI_RS04785,LEPBI_RS04785
1923,NC_010602.1,Protein Homology,CDS,1009885,1010154,-,cds-WP_012387980.1,WP_012387980.1
1924,NC_010602.1,RefSeq,gene,1010205,1012079,+,gene-LEPBI_RS04790,LEPBI_RS04790
1925,NC_010602.1,Protein Homology,CDS,1010205,1012079,+,cds-WP_226992882.1,WP_226992882.1
1926,NC_010602.1,RefSeq,gene,1012059,1013078,-,gene-LEPBI_RS04795,LEPBI_RS04795
1927,NC_010602.1,Protein Homology,CDS,1012059,1013078,-,cds-WP_012387982.1,WP_012387982.1
1928,NC_010602.1,RefSeq,gene,1013185,1013523,+,gene-LEPBI_RS04800,LEPBI_RS04800
1929,NC_010602.1,Protein Homology,CDS,1013185,1013523,+,cds-WP_226992883.1,WP_226992883.1
1930,NC_010602.1,RefSeq,gene,1013520,1014095,+,gene-LEPBI_RS04805,LEPBI_RS04805
1931,NC_010602.1,Protein Homology,CDS,1013520,1014095,+,cds-WP_012387984.1,WP_012387984.1
1932,NC_010602.1,RefSeq,gene,1014066,1016012,-,gene-LEPBI_RS04810,LEPBI_RS04810
1933,NC_010602.1,Protein Homology,CDS,1014066,1016012,-,cds-WP_012387985.1,WP_012387985.1
1934,NC_010602.1,RefSeq,gene,1016086,1016484,+,gene-LEPBI_RS04815,LEPBI_RS04815
1935,NC_010602.1,Protein Homology,CDS,1016086,1016484,+,cds-WP_012387986.1,WP_012387986.1
1936,NC_010602.1,RefSeq,gene,1016481,1017944,-,gene-LEPBI_RS04820,LEPBI_RS04820
1937,NC_010602.1,Protein Homology,CDS,1016481,1017944,-,cds-WP_012387987.1,WP_012387987.1
1938,NC_010602.1,RefSeq,gene,1018063,1019217,+,gene-LEPBI_RS04825,LEPBI_RS04825
1939,NC_010602.1,Protein Homology,CDS,1018063,1019217,+,cds-WP_012387988.1,WP_012387988.1
1940,NC_010602.1,RefSeq,gene,1019307,1020527,-,gene-LEPBI_RS04830,LEPBI_RS04830
1941,NC_010602.1,Protein Homology,CDS,1019307,1020527,-,cds-WP_012387989.1,WP_012387989.1
1942,NC_010602.1,RefSeq,gene,1020531,1020734,-,gene-LEPBI_RS04835,LEPBI_RS04835
1943,NC_010602.1,Protein Homology,CDS,1020531,1020734,-,cds-WP_012387990.1,WP_012387990.1
1944,NC_010602.1,RefSeq,gene,1020776,1021693,-,gene-LEPBI_RS04840,LEPBI_RS04840
1945,NC_010602.1,Protein Homology,CDS,1020776,1021693,-,cds-WP_012387991.1,WP_012387991.1
1946,NC_010602.1,RefSeq,gene,1021696,1022436,-,gene-LEPBI_RS04845,LEPBI_RS04845
1947,NC_010602.1,Protein Homology,CDS,1021696,1022436,-,cds-WP_012387992.1,WP_012387992.1
1948,NC_010602.1,RefSeq,gene,1022594,1024078,+,gene-LEPBI_RS04850,LEPBI_RS04850
1949,NC_010602.1,Protein Homology,CDS,1022594,1024078,+,cds-WP_143708627.1,WP_143708627.1
1950,NC_010602.1,RefSeq,gene,1024080,1025444,+,gene-LEPBI_RS04855,LEPBI_RS04855
1951,NC_010602.1,Protein Homology,CDS,1024080,1025444,+,cds-WP_012387994.1,WP_012387994.1
1952,NC_010602.1,RefSeq,gene,1025441,1025959,+,gene-LEPBI_RS04860,LEPBI_RS04860
1953,NC_010602.1,Protein Homology,CDS,1025441,1025959,+,cds-WP_012387995.1,WP_012387995.1
1954,NC_010602.1,RefSeq,gene,1025956,1026480,+,gene-LEPBI_RS04865,LEPBI_RS04865
1955,NC_010602.1,Protein Homology,CDS,1025956,1026480,+,cds-WP_012387996.1,WP_012387996.1
1956,NC_010602.1,RefSeq,gene,1026480,1027094,+,gene-LEPBI_RS04870,LEPBI_RS04870
1957,NC_010602.1,Protein Homology,CDS,1026480,1027094,+,cds-WP_012387997.1,WP_012387997.1
1958,NC_010602.1,RefSeq,gene,1027091,1028488,+,gene-LEPBI_RS04875,LEPBI_RS04875
1959,NC_010602.1,Protein Homology,CDS,1027091,1028488,+,cds-WP_012387998.1,WP_012387998.1
1960,NC_010602.1,RefSeq,gene,1028485,1031457,+,gene-LEPBI_RS04880,LEPBI_RS04880
1961,NC_010602.1,Protein Homology,CDS,1028485,1031457,+,cds-WP_012387999.1,WP_012387999.1
1962,NC_010602.1,RefSeq,gene,1031485,1034130,+,gene-LEPBI_RS04885,LEPBI_RS04885
1963,NC_010602.1,Protein Homology,CDS,1031485,1034130,+,cds-WP_226992884.1,WP_226992884.1
1964,NC_010602.1,RefSeq,gene,1034164,1040061,+,gene-LEPBI_RS04890,LEPBI_RS04890
1965,NC_010602.1,Protein Homology,CDS,1034164,1040061,+,cds-WP_012388001.1,WP_012388001.1
1966,NC_010602.1,RefSeq,gene,1040051,1040692,+,gene-LEPBI_RS04895,LEPBI_RS04895
1967,NC_010602.1,Protein Homology,CDS,1040051,1040692,+,cds-WP_012388002.1,WP_012388002.1
1968,NC_010602.1,RefSeq,gene,1040706,1042562,-,gene-LEPBI_RS04900,LEPBI_RS04900
1969,NC_010602.1,Protein Homology,CDS,1040706,1042562,-,cds-WP_012388003.1,WP_012388003.1
1970,NC_010602.1,RefSeq,gene,1042559,1044535,-,gene-LEPBI_RS04905,LEPBI_RS04905
1971,NC_010602.1,Protein Homology,CDS,1042559,1044535,-,cds-WP_012388004.1,WP_012388004.1
1972,NC_010602.1,RefSeq,gene,1044540,1045868,-,gene-LEPBI_RS04910,LEPBI_RS04910
1973,NC_010602.1,Protein Homology,CDS,1044540,1045868,-,cds-WP_012388005.1,WP_012388005.1
1974,NC_010602.1,RefSeq,gene,1045918,1047207,+,gene-LEPBI_RS04915,LEPBI_RS04915
1975,NC_010602.1,Protein Homology,CDS,1045918,1047207,+,cds-WP_012388006.1,WP_012388006.1
1976,NC_010602.1,RefSeq,gene,1047204,1047821,+,gene-LEPBI_RS04920,LEPBI_RS04920
1977,NC_010602.1,Protein Homology,CDS,1047204,1047821,+,cds-WP_012388007.1,WP_012388007.1
1978,NC_010602.1,RefSeq,gene,1047808,1048857,-,gene-LEPBI_RS04925,LEPBI_RS04925
1979,NC_010602.1,Protein Homology,CDS,1047808,1048857,-,cds-WP_012388008.1,WP_012388008.1
1980,NC_010602.1,RefSeq,gene,1048900,1049922,-,gene-LEPBI_RS04930,LEPBI_RS04930
1981,NC_010602.1,Protein Homology,CDS,1048900,1049922,-,cds-WP_041769967.1,WP_041769967.1
1982,NC_010602.1,RefSeq,gene,1049952,1050563,-,gene-LEPBI_RS04935,LEPBI_RS04935
1983,NC_010602.1,Protein Homology,CDS,1049952,1050563,-,cds-WP_012476183.1,WP_012476183.1
1984,NC_010602.1,RefSeq,gene,1050668,1051462,+,gene-LEPBI_RS04940,LEPBI_RS04940
1985,NC_010602.1,Protein Homology,CDS,1050668,1051462,+,cds-WP_012388011.1,WP_012388011.1
1986,NC_010602.1,RefSeq,gene,1051467,1052717,-,gene-LEPBI_RS04945,LEPBI_RS04945
1987,NC_010602.1,Protein Homology,CDS,1051467,1052717,-,cds-WP_012388012.1,WP_012388012.1
1988,NC_010602.1,RefSeq,gene,1052714,1053583,-,gene-LEPBI_RS04950,LEPBI_RS04950
1989,NC_010602.1,Protein Homology,CDS,1052714,1053583,-,cds-WP_012388013.1,WP_012388013.1
1990,NC_010602.1,RefSeq,gene,1053580,1054404,-,gene-LEPBI_RS04955,LEPBI_RS04955
1991,NC_010602.1,Protein Homology,CDS,1053580,1054404,-,cds-WP_012388014.1,WP_012388014.1
1992,NC_010602.1,RefSeq,gene,1054463,1055416,+,gene-LEPBI_RS04960,LEPBI_RS04960
1993,NC_010602.1,Protein Homology,CDS,1054463,1055416,+,cds-WP_012388015.1,WP_012388015.1
1994,NC_010602.1,RefSeq,gene,1055422,1057839,+,gene-LEPBI_RS04965,LEPBI_RS04965
1995,NC_010602.1,Protein Homology,CDS,1055422,1057839,+,cds-WP_041769968.1,WP_041769968.1
1996,NC_010602.1,RefSeq,gene,1058098,1058538,+,gene-LEPBI_RS04970,LEPBI_RS04970
1997,NC_010602.1,Protein Homology,CDS,1058098,1058538,+,cds-WP_012388017.1,WP_012388017.1
1998,NC_010602.1,RefSeq,gene,1058604,1059227,-,gene-LEPBI_RS04975,LEPBI_RS04975
1999,NC_010602.1,Protein Homology,CDS,1058604,1059227,-,cds-WP_012388018.1,WP_012388018.1
2000,NC_010602.1,RefSeq,gene,1059289,1060716,-,gene-LEPBI_RS04980,LEPBI_RS04980
2001,NC_010602.1,Protein Homology,CDS,1059289,1060716,-,cds-WP_012388019.1,WP_012388019.1
2002,NC_010602.1,RefSeq,gene,1060737,1061735,-,gene-LEPBI_RS04985,sppA
2003,NC_010602.1,Protein Homology,CDS,1060737,1061735,-,cds-WP_012388020.1,WP_012388020.1
2004,NC_010602.1,RefSeq,gene,1061791,1062687,+,gene-LEPBI_RS04990,LEPBI_RS04990
2005,NC_010602.1,Protein Homology,CDS,1061791,1062687,+,cds-WP_012388021.1,WP_012388021.1
2006,NC_010602.1,RefSeq,gene,1062748,1062957,+,gene-LEPBI_RS04995,LEPBI_RS04995
2007,NC_010602.1,Protein Homology,CDS,1062748,1062957,+,cds-WP_012388022.1,WP_012388022.1
2008,NC_010602.1,RefSeq,gene,1062908,1063756,-,gene-LEPBI_RS05000,LEPBI_RS05000
2009,NC_010602.1,Protein Homology,CDS,1062908,1063756,-,cds-WP_012476184.1,WP_012476184.1
2010,NC_010602.1,RefSeq,gene,1063791,1064555,+,gene-LEPBI_RS05005,LEPBI_RS05005
2011,NC_010602.1,Protein Homology,CDS,1063791,1064555,+,cds-WP_012388024.1,WP_012388024.1
2012,NC_010602.1,RefSeq,gene,1064574,1064864,+,gene-LEPBI_RS05010,rpmB
2013,NC_010602.1,Protein Homology,CDS,1064574,1064864,+,cds-WP_012388025.1,WP_012388025.1
2014,NC_010602.1,RefSeq,gene,1064891,1065532,+,gene-LEPBI_RS18865,LEPBI_RS18865
2015,NC_010602.1,Protein Homology,CDS,1064891,1065532,+,cds-WP_012388026.1,WP_012388026.1
2016,NC_010602.1,RefSeq,gene,1066335,1067246,+,gene-LEPBI_RS05020,ubiA
2017,NC_010602.1,Protein Homology,CDS,1066335,1067246,+,cds-WP_012388028.1,WP_012388028.1
2018,NC_010602.1,RefSeq,gene,1067243,1067839,+,gene-LEPBI_RS05025,LEPBI_RS05025
2019,NC_010602.1,Protein Homology,CDS,1067243,1067839,+,cds-WP_012388029.1,WP_012388029.1
2020,NC_010602.1,RefSeq,gene,1067823,1068236,-,gene-LEPBI_RS05030,LEPBI_RS05030
2021,NC_010602.1,Protein Homology,CDS,1067823,1068236,-,cds-WP_012476185.1,WP_012476185.1
2022,NC_010602.1,RefSeq,gene,1068303,1069235,+,gene-LEPBI_RS05035,pyrB
2023,NC_010602.1,Protein Homology,CDS,1068303,1069235,+,cds-WP_012388031.1,WP_012388031.1
2024,NC_010602.1,RefSeq,gene,1069228,1069596,+,gene-LEPBI_RS05040,LEPBI_RS05040
2025,NC_010602.1,Protein Homology,CDS,1069228,1069596,+,cds-WP_012388032.1,WP_012388032.1
2026,NC_010602.1,RefSeq,gene,1069580,1070806,+,gene-LEPBI_RS05045,LEPBI_RS05045
2027,NC_010602.1,Protein Homology,CDS,1069580,1070806,+,cds-WP_012388033.1,WP_012388033.1
2028,NC_010602.1,RefSeq,gene,1070887,1071852,+,gene-LEPBI_RS05050,LEPBI_RS05050
2029,NC_010602.1,GeneMarkS-2+,CDS,1070887,1071852,+,cds-WP_012388034.1,WP_012388034.1
2030,NC_010602.1,RefSeq,gene,1071854,1072489,+,gene-LEPBI_RS05055,LEPBI_RS05055
2031,NC_010602.1,Protein Homology,CDS,1071854,1072489,+,cds-WP_012388035.1,WP_012388035.1
2032,NC_010602.1,RefSeq,gene,1072538,1073743,+,gene-LEPBI_RS05060,LEPBI_RS05060
2033,NC_010602.1,Protein Homology,CDS,1072538,1073743,+,cds-WP_012388036.1,WP_012388036.1
2034,NC_010602.1,RefSeq,gene,1073886,1075289,+,gene-LEPBI_RS05065,rho
2035,NC_010602.1,Protein Homology,CDS,1073886,1075289,+,cds-WP_012388037.1,WP_012388037.1
2036,NC_010602.1,RefSeq,gene,1075300,1075500,+,gene-LEPBI_RS05070,rpmE
2037,NC_010602.1,Protein Homology,CDS,1075300,1075500,+,cds-WP_012388038.1,WP_012388038.1
2038,NC_010602.1,RefSeq,gene,1075550,1076344,+,gene-LEPBI_RS05075,LEPBI_RS05075
2039,NC_010602.1,Protein Homology,CDS,1075550,1076344,+,cds-WP_012388039.1,WP_012388039.1
2040,NC_010602.1,RefSeq,gene,1076341,1076529,+,gene-LEPBI_RS05080,LEPBI_RS05080
2041,NC_010602.1,Protein Homology,CDS,1076341,1076529,+,cds-WP_012388040.1,WP_012388040.1
2042,NC_010602.1,RefSeq,gene,1076595,1076954,+,gene-LEPBI_RS05085,LEPBI_RS05085
2043,NC_010602.1,Protein Homology,CDS,1076595,1076954,+,cds-WP_012388041.1,WP_012388041.1
2044,NC_010602.1,RefSeq,gene,1076962,1077726,+,gene-LEPBI_RS05090,LEPBI_RS05090
2045,NC_010602.1,Protein Homology,CDS,1076962,1077726,+,cds-WP_012388042.1,WP_012388042.1
2046,NC_010602.1,RefSeq,gene,1077715,1079397,-,gene-LEPBI_RS05095,LEPBI_RS05095
2047,NC_010602.1,Protein Homology,CDS,1077715,1079397,-,cds-WP_012388043.1,WP_012388043.1
2048,NC_010602.1,RefSeq,gene,1079398,1080465,-,gene-LEPBI_RS05100,LEPBI_RS05100
2049,NC_010602.1,Protein Homology,CDS,1079398,1080465,-,cds-WP_012388044.1,WP_012388044.1
2050,NC_010602.1,RefSeq,gene,1080462,1081295,-,gene-LEPBI_RS05105,LEPBI_RS05105
2051,NC_010602.1,Protein Homology,CDS,1080462,1081295,-,cds-WP_012388045.1,WP_012388045.1
2052,NC_010602.1,RefSeq,gene,1081311,1082147,-,gene-LEPBI_RS05110,LEPBI_RS05110
2053,NC_010602.1,Protein Homology,CDS,1081311,1082147,-,cds-WP_012388046.1,WP_012388046.1
2054,NC_010602.1,RefSeq,gene,1082144,1084069,-,gene-LEPBI_RS05115,LEPBI_RS05115
2055,NC_010602.1,Protein Homology,CDS,1082144,1084069,-,cds-WP_012388047.1,WP_012388047.1
